	pex3Δ-1	pex3Δ-2	pex3Δ-3	pex3Δmsp1Δ-1	pex3Δmsp1Δ-2	pex3Δmsp1Δ-3	log$_2$(Fold Change)	p-val	padj	-log$_1$$_0$(p-value)	Cohen's $\mathit{d}$
TCP1	893.025	602.595	735.288	821.854	675.624	764.359	0.019863945022247753	0.9180379080188511	0.999944336130877	0.03713938535268071	0.08945199775082018
AHA1	1882.61	4880.91	3031.22	2600.51	3640.77	2840.93	-0.10896380153976083	0.8106746368280993	0.999944336130877	0.09115341432441584	0.20891256316086254
ADR1	573.222	359.59	339.384	519.707	358.7	393.836	5.329793084426422e-05	0.9998685069549469	0.999944336130877	5.711045877157974e-05	0.00014315149651885188
GTB1	2145.78	2519.95	2121.22	2319.62	3012.01	1886.47	0.08885574584439584	0.7041715908709338	0.999944336130877	0.15232150010773562	0.33312647060130457
ADK1	8564.75	8057.6	9862.92	10353.0	8973.12	13073.8	0.2908000348531829	0.2093481891952194	0.999944336130877	0.6791307912854099	1.2202804114033992
PCF11	535.729	515.741	363.205	485.065	472.882	481.065	0.02460796889574921	0.8890782126529245	0.999944336130877	0.05106003224747456	0.12131102599830705
IVY1	690.546	528.279	559.774	640.141	614.652	532.363	0.006924292422301835	0.9639889905875879	0.999944336130877	0.015927926008333617	0.03922266651160305
COX20	3743.01	3687.97	3416.57	4009.69	3386.01	3559.63	0.014263706274342067	0.873340708209732	0.999944336130877	0.05881629600915203	0.13871704104091606
HEM1	5294.77	4015.32	5366.1	4663.81	4180.28	5589.1	-0.024087289985875223	0.8996037304300772	0.999944336130877	0.04594875232284542	0.10970830567980493
RTN1	11054.5	11742.8	6859.23	9892.91	15398.4	5962.55	0.07568457716158765	0.8733132194258619	0.999944336130877	0.05882996583459494	0.1387475099413669
LYS4	3738.08	4966.28	4896.03	4177.79	4852.74	5008.0	0.04574385404612124	0.7728050194505995	0.999944336130877	0.11193006579466175	0.25223076838111347
FMN1	2051.92	2575.46	3841.89	2353.66	2707.44	3498.96	0.015383285635394702	0.9639923211230277	0.999944336130877	0.015926425544449976	0.03921903545268262
MRPL7	4151.41	3930.15	4715.39	4446.61	4157.58	4820.27	0.06906405476756017	0.5271696540194561	0.999944336130877	0.27804959741103313	0.5647832026488984
SEC26	4688.8	6516.3	4465.75	4577.4	5639.25	3816.17	-0.15927847647997456	0.549990215371321	0.999944336130877	0.25964503677492384	0.5323258902038756
YDR239C	1315.21	1363.59	848.524	1124.07	1418.07	891.825	-0.038698764609215605	0.8961969692265566	0.999944336130877	0.047596529124613624	0.11346056577518346
PRP28	315.502	358.823	327.287	350.96	354.067	369.152	0.10091067049697998	0.1613780846145183	0.999944336130877	0.7921554434504744	1.4007858144317895
MNN10	2171.81	1693.6	1944.5	1902.96	1886.21	2097.22	0.01886731518533126	0.8763989968017144	0.999944336130877	0.057298128240187894	0.13532868121770406
TRS23	638.635	511.308	555.505	688.267	549.84	714.169	0.19500625900255247	0.2629289259947966	0.999944336130877	0.580161632574218	1.0628201331772207
YDR248C	520.844	605.251	459.676	454.475	523.378	449.914	-0.15142388513502433	0.3379807584141462	0.999944336130877	0.47110802384195255	0.8878920566717041
PAM1	1000.04	716.088	852.652	844.184	792.734	823.916	-0.06193599620922368	0.6881908036582156	0.999944336130877	0.162291135183813	0.35250518517402696
CTA1	1942.23	2006.29	2046.3	2427.5	2074.97	2081.43	0.13522598741652564	0.17804208860466503	0.999944336130877	0.7494773196683261	1.3324193191749378
HSP78	20997.9	25444.0	21628.5	19960.7	23795.5	18965.0	-0.11807442564809618	0.4281365516151596	0.999944336130877	0.36841769324223617	0.7192243940575124
EXG2	818.431	599.271	314.557	714.497	756.335	701.485	0.32657999504122215	0.3742378754990837	0.999944336130877	0.42685226096257195	0.815856093385774
YDR262W	3226.52	3680.84	2898.63	3447.72	4522.11	3248.22	0.19408672288805964	0.3602855448882196	0.999944336130877	0.44335316197184166	0.8428127973926037
AKR1	2953.97	2279.59	2428.69	2724.3	2313.5	2790.48	0.030927260799620514	0.8376521970580417	0.999944336130877	0.0769362680675437	0.17849711722286074
YDR266C	534.037	376.752	377.784	443.022	447.837	492.04	0.10192152232717455	0.5951396777248503	0.999944336130877	0.2253810945301559	0.4707430875221004
MSW1	1236.18	1228.51	1313.16	1266.46	1110.48	1326.39	-0.028742308141760133	0.7398992673470772	0.999944336130877	0.13082740271924007	0.2905828571345008
GLO2	61.2999	49.9525	73.7253	56.8312	51.8182	68.0126	-0.0663596074937478	0.7571095879442281	0.999944336130877	0.12084125392815008	0.2704332861492717
BSC2	217.082	230.791	146.839	176.421	211.499	155.324	-0.1305908511958141	0.6064559148058353	0.999944336130877	0.2172007638863324	0.45579306546638876
RRP45	377.096	371.325	472.781	401.166	374.87	403.485	-0.05010075309137734	0.7049913034978141	0.999944336130877	0.15181624026563098	0.33213861324298105
YDR282C	3293.72	3425.72	4279.33	3592.53	3057.52	4526.26	0.023101747600879897	0.9162784677494127	0.999944336130877	0.0379725190963307	0.09138214848781274
GCN2	168.796	147.863	132.371	148.858	159.827	110.208	-0.10023005967878325	0.6137517284559467	0.999944336130877	0.2120072718012393	0.4462478928945069
DPP1	1713.98	1673.17	2233.25	2199.66	1426.62	2163.51	0.042838211825467126	0.8642188760518247	0.999944336130877	0.06337625217010208	0.14884128967586363
YDR286C	190.6	155.511	148.627	147.527	167.24	132.517	-0.14547356278730225	0.3902336528425028	0.999944336130877	0.4086752807805861	0.7860068388286444
INM2	47.1502	45.8078	41.1687	44.1214	52.0723	49.4486	0.1188329726256431	0.2642837507500413	0.999944336130877	0.5779295382550967	1.0592625014523935
RTT103	451.025	256.838	255.482	336.759	218.763	312.635	-0.15009659150205196	0.691179915915632	0.999944336130877	0.16040888993561614	0.3488627946244138
SRP101	3276.57	3364.17	3128.21	2878.51	4162.06	2623.41	-0.015586035802593882	0.9455076224439187	0.999944336130877	0.024334965632279673	0.05938915515069788
SSD1	702.509	513.845	494.588	824.745	687.192	704.396	0.3733838058955313	0.1005276916212448	0.999944336130877	0.9977142898678815	1.7368252349897246
DPL1	6114.28	7260.13	6890.25	6643.0	7824.89	6615.41	0.057134728059658434	0.6290200688482313	0.999944336130877	0.20133549819383262	0.4264973679283331
HDA2	93.3164	59.5812	72.3376	99.0762	83.4497	93.7135	0.294486794756686	0.19220819688724983	0.999944336130877	0.7162280954031989	1.279352559112076
MHR1	1350.39	1066.51	1078.86	1178.05	972.956	1139.89	-0.08712570593956445	0.57503878462311	0.999944336130877	0.24030286247602173	0.4977595174384252
SUR2	881.515	625.786	581.089	592.487	683.828	562.999	-0.18322336400252884	0.4547681286844531	0.999944336130877	0.342209979387748	0.6751602382882252
ATP5	14506.5	12091.4	12351.7	12900.6	10366.1	12850.6	-0.108918466208604	0.4518817922528955	0.999944336130877	0.34497515741498724	0.6798340983074156
BFR2	38.1432	38.8948	41.6832	56.7458	72.2004	31.8518	0.4376718829423788	0.30042991243967737	0.999944336130877	0.5222568287891979	0.9702799309581663
PRO1	1278.76	1564.56	1112.92	1174.98	1347.81	1478.45	0.016317218241668034	0.9291537230979019	0.999944336130877	0.031912428557233016	0.07727149999150283
CFT1	387.91	350.293	389.572	621.978	384.149	513.424	0.4301658287760733	0.13521937060453715	0.999944336130877	0.868961089873149	1.524819065700988
GPI11	36.1402	43.8631	32.1928	35.7807	34.62	28.3898	-0.18357830834542527	0.3395670351940422	0.999944336130877	0.46907447722730183	0.884599313248973
RSC3	536.139	335.551	211.677	511.782	372.21	357.174	0.19617403066933273	0.6475114919489728	0.999944336130877	0.1887525193768478	0.4029610836219888
CPR5	1137.22	1311.16	1244.8	1265.32	1521.67	1048.93	0.05470905352600445	0.7604150259824763	0.999944336130877	0.11894930995914639	0.266586594955568
HNT2	382.035	469.762	370.083	381.288	430.646	348.973	-0.07385020316369811	0.6330659641616969	0.999944336130877	0.1985510350397506	0.4213128091885927
YDR307W	972.048	1399.72	1211.86	1337.42	1243.55	1157.85	0.06116213082607538	0.7194806305629855	0.999944336130877	0.1429808933922043	0.3147713418363845
SUM1	211.397	126.964	130.949	238.636	174.857	244.949	0.4885151623329891	0.15007875022532732	0.999944336130877	0.8236807955195411	1.4515201556679596
SSF2	68.7445	37.5603	38.6111	42.8119	62.4067	29.5503	-0.10472828354142329	0.8207988203748173	0.999944336130877	0.08576327638561626	0.1974590883649435
OMS1	6236.92	6113.02	6185.12	7119.03	4895.55	6216.4	-0.023864670292474247	0.8830356182902521	0.999944336130877	0.05402177828547742	0.12798563181318046
ASP1	19.4504	34.1656	51.1373	40.1091	30.3125	39.6717	0.07173097953241399	0.8632794224273748	0.999944336130877	0.06384861103225886	0.1498855625874545
TIM11	7665.0	6325.88	5619.39	6362.81	4661.39	7067.85	-0.11625351093489283	0.6162415621357622	0.999944336130877	0.2102490142347388	0.443006655683452
MRPL35	4977.66	4743.38	5470.52	5122.35	4606.14	5460.99	-0.00019754463242445215	0.9984154279139266	0.999944336130877	0.0006887167180236381	0.0017250651915777216
UTP4	223.283	259.847	227.276	251.775	311.272	160.045	0.025535448388421606	0.9303968410577125	0.999944336130877	0.03133177282123861	0.07591070934622501
YSP2	1741.5	1791.34	1609.64	1650.42	2023.06	1320.7	-0.04221645811912952	0.8254581785425101	0.999944336130877	0.0833049251732177	0.19220416648435204
SKP1	822.256	694.912	780.216	876.135	857.998	852.894	0.1713030925733664	0.06447502755969259	0.999944336130877	1.1906084635518728	2.067990870417515
PEX3	253.608	0.0	2.09102	4.77284	3.9985	7.161	-4.004416553554384	0.39624516915331964	0.999944336130877	0.40203601946906947	0.7750602035865917
UBX5	277.952	275.202	367.53	254.918	287.543	374.249	-0.006240663714380195	0.9787625554037337	0.999944336130877	0.009322653840681134	0.02312426453573795
GPI8	853.795	1012.75	883.014	831.825	1103.72	724.575	-0.047708916016606456	0.8203434960370527	0.999944336130877	0.08600426079076348	0.19797314936818503
IRC3	1753.85	1973.03	2083.97	1781.23	1821.18	1941.11	-0.0679468703255009	0.4565906713875041	0.999944336130877	0.3404729658337758	0.6722211107913463
YDR333C	119.85	262.778	122.149	117.224	186.577	93.5277	-0.3453131693924256	0.5496992978686533	0.999944336130877	0.2598748177585994	0.5327336363594516
YDR336W	562.304	623.529	502.309	539.543	554.049	454.942	-0.12453320356324026	0.3752806865610372	0.999944336130877	0.425643785535751	0.8138768136326507
MRPS28	1516.01	977.901	833.182	1017.71	859.758	688.065	-0.37500361069024657	0.3288715454248701	0.999944336130877	0.4829737008546892	0.9070761192430626
YDR338C	467.478	349.287	423.83	495.272	399.032	453.097	0.11914705965721957	0.4670479124450246	0.999944336130877	0.3306385647376465	0.6555339910712966
YDR341C	3236.18	3804.24	4578.24	4403.01	3911.09	4398.58	0.12982451163721853	0.4360490384869227	0.999944336130877	0.3604646668170148	0.7059062632068491
HXT7	24270.0	23175.4	32428.0	29235.2	24827.4	32790.2	0.1208572332285527	0.5654303120061649	0.999944336130877	0.2476209132427766	0.5108954648773542
HXT6	8119.41	6725.22	9145.87	6930.58	6232.32	9511.17	-0.08141984762774956	0.7371023195203185	0.999944336130877	0.13247222215625992	0.29387745710850227
SVF1	1552.88	1503.93	1902.81	1674.77	1782.78	2112.11	0.16735967358484172	0.3261303258263862	0.999944336130877	0.48660881564756764	0.9129437882489002
MRP1	2782.24	2843.56	2558.18	2787.19	2377.46	2499.94	-0.09459399920889736	0.3104838203783205	0.999944336130877	0.5079610264165353	0.9473283362260454
YDR348C	2646.38	2829.59	2437.7	2560.39	2845.5	2957.63	0.07976335881242387	0.4114889715068683	0.999944336130877	0.3856418000091706	0.7479202347310968
YPS7	647.488	478.199	458.045	649.815	558.254	811.465	0.35069421241131316	0.20222837501320357	0.999944336130877	0.6941579078593637	1.2441959230884632
ATP22	393.494	391.858	483.223	448.295	345.798	454.084	-0.023386283463198945	0.8904643225124615	0.999944336130877	0.050383476365100675	0.11978137891234392
YDR352W	166.523	143.682	174.326	160.41	145.157	188.386	0.027784803472191883	0.85069021171731	0.999944336130877	0.07022856428175148	0.16390964966759475
TRR1	1220.19	1018.52	1355.94	1235.95	1196.83	1320.26	0.06220835985920162	0.6401780967007868	0.999944336130877	0.1936991890558567	0.41224691350104303
