	pex19_1	pex19_2	pex19msp1_1	pex19msp1_2	pex3_1	pex3_2	pex3_3	pex3msp1_1	pex3msp1_2	pex3msp1_3
TPO5	13.7851	5.72517	10.168	5.56702	15.258	12.5421	6.31593	11.0632	14.0571	5.51852
LST4	13.3693	4.04464	6.22498	4.00393	19.3022	8.18371	10.2436	12.6586	7.93387	14.0351
COY1	11.5151	6.60746	10.0321	5.86051	15.7688	11.8432	7.29531	10.8648	13.1697	7.04306
RPL17A	12.9562	3.92822	10.2384	5.90308	10.1059	10.0851	11.9114	14.6543	10.0293	10.1881
PRS1	14.8312	2.44269	7.04444	4.023	13.3236	8.51931	13.0617	13.1508	8.48216	15.1211
FAS1	13.5005	3.41123	8.92078	4.23806	11.857	8.97545	14.5022	11.3637	10.5246	12.7065
YKL187C	11.5373	1.99654	13.5568	5.11371	9.64509	11.778	13.032	11.9413	12.578	8.82129
HYM1	10.3178	10.0705	10.811	9.89654	8.92577	10.9733	8.71119	10.6533	10.9086	8.73198
CNB1	11.4658	3.819	6.23882	6.82535	9.76363	13.9877	13.2711	10.7836	12.4225	11.4225
ACP1	5.70449	17.1381	9.23905	17.853	10.6958	8.9887	6.39768	6.90585	10.8298	6.24758
SDS22	11.4263	3.22983	9.3397	6.469	11.2983	12.2653	11.4359	13.2665	10.6267	10.6425
MST1	8.6935	15.5123	11.0239	14.1805	7.93176	8.7002	8.83051	8.35792	8.55223	8.21712
MIA40	9.2607	14.4734	10.5839	11.3101	9.72802	7.88909	8.28069	9.51602	8.53846	10.4196
YKT6	10.6185	5.02759	7.8597	6.03958	11.3145	11.2425	11.3338	12.4119	10.3694	13.7824
MNN4	10.6484	4.58378	9.21898	5.86915	14.0243	10.8426	9.84583	11.3267	11.5141	12.1262
TOR2	10.4695	7.2555	11.9412	8.10167	8.54492	9.87845	12.2377	9.64262	10.5027	11.4258
EAP1	11.5337	3.26536	8.76886	3.95626	12.1421	9.19031	12.189	13.5179	10.5881	14.8485
ADD66	8.15163	5.44326	6.66213	7.0039	8.13264	16.1262	10.8432	9.86056	16.3926	11.3838
CBT1	9.08851	14.412	10.472	12.7978	8.68027	9.02101	8.86506	9.44115	7.71061	9.51152
STE6	9.45099	5.09684	8.22632	5.84875	10.9133	10.9609	12.1585	10.717	9.09642	17.5309
UBA1	12.3016	3.18445	9.12327	4.72541	10.8713	10.084	13.9338	11.2993	12.1446	12.3323
TRP3	11.4393	5.53886	8.42239	5.51316	11.3322	8.58364	13.3971	11.3239	10.7386	13.7109
SAC1	10.058	8.68711	9.89784	9.19602	9.03941	11.0966	10.3079	10.7978	11.0607	9.85857
DOA1	10.4575	6.82998	11.1585	7.5905	8.96174	10.3195	12.6035	10.5165	10.4437	11.1185
YRA2	10.1715	3.46454	7.1702	4.1324	13.9728	10.2878	11.949	13.4185	12.2543	13.179
OXP1	12.6738	3.88266	9.60798	5.2957	10.8497	10.2669	12.8241	11.3731	11.6189	11.6071
JEN1	10.2143	7.75358	9.794	7.50507	9.58245	10.0046	13.3281	10.7402	9.83479	11.243
SRY1	13.1006	5.03774	6.17919	5.32749	14.095	8.70455	10.4349	13.232	9.49215	14.3963
COS9	9.34978	8.88471	9.33404	8.05898	10.0908	12.7948	9.22701	10.5277	11.326	10.4061
VPS1	9.99954	7.63179	8.39007	7.59841	10.49	12.7084	10.7953	8.96553	13.1689	10.252
PAP1	9.97122	6.31454	10.7038	5.1927	12.4087	8.90549	9.14426	13.3181	11.2903	12.7508
OSH6	10.5975	6.40986	9.17894	6.82796	12.0794	11.7173	9.96886	10.5158	12.8324	9.8719
MRPL13	9.29025	13.0107	7.64578	13.8435	14.9485	8.81541	7.28611	9.25015	8.05075	7.85884
MEH1	12.5005	7.16619	8.23717	6.12559	15.8439	9.26858	7.279	9.76373	14.4902	9.32505
RSC4	9.89423	6.15115	9.83536	5.93817	15.2033	9.97184	5.60358	17.494	12.4524	7.45589
FOX2	8.6825	6.82408	8.85873	8.7574	8.31729	13.9267	10.6172	8.53968	15.5716	9.90487
YPT52	9.74905	6.55186	9.69255	6.90989	10.0337	11.2998	10.9256	11.3949	12.9269	10.5158
FCJ1	8.70066	13.507	10.3507	11.5221	9.49291	8.83294	9.36131	9.28834	8.47715	10.4669
YKR018C	10.4962	4.0561	6.78316	5.6702	12.609	12.9345	11.7832	10.4938	13.1472	12.0265
ALY1	12.3802	3.77768	8.39619	4.2259	15.5677	9.79604	11.1701	11.643	11.1026	11.9406
DBP7	11.0486	5.19993	8.81994	5.48671	12.9887	11.2617	10.1875	11.7134	14.0126	9.28092
GCN3	13.5399	4.85833	9.5566	6.65971	10.9751	10.5449	11.1169	12.4853	9.3111	10.9522
BCH2	9.6947	4.37665	10.333	7.5927	9.58515	14.4948	9.73726	11.2604	14.1644	8.76101
SPO14	9.33157	8.15591	9.87121	8.66907	9.98375	11.4518	9.79931	10.2869	12.6696	9.7808
DID2	12.2402	3.5936	5.53963	4.20505	18.2976	9.95021	10.8634	14.0593	10.0717	11.1792
CAF4	11.558	14.0894	12.4194	8.94849	10.9727	9.21445	6.23239	9.80594	9.96204	6.79719
GAP1	16.4514	9.60843	8.32341	4.60405	15.7235	7.55575	10.0384	8.86889	8.58982	10.2364
UTH1	7.74457	12.4884	8.28759	9.77933	9.12942	13.3779	7.57635	12.4904	9.34706	9.779
PET10	10.2906	7.52084	8.22909	7.70645	13.485	12.0884	7.89151	10.0518	14.3072	8.42908
NAP1	10.3965	7.21714	7.60152	7.69705	12.0287	15.8216	8.78271	9.91971	11.3514	9.18368
FMP46	9.24125	16.0341	9.33668	14.9449	10.3177	9.72551	7.56164	7.22629	8.79961	6.81229
MRS4	10.6519	12.1842	10.4088	11.4289	9.16819	9.63177	8.92115	9.59805	7.62918	10.3779
DYN1	10.1787	7.85722	9.20847	7.09189	10.1212	12.1579	10.6653	10.3028	12.6611	9.75536
RHO4	10.5624	8.16431	8.70128	6.92517	13.4413	10.6081	9.97067	9.11941	10.3494	12.158
TRM2	11.9484	11.0997	9.80791	8.71428	9.49423	8.52213	11.3262	9.35254	9.12512	10.6095
GLG1	10.2081	8.30906	9.0559	10.3834	10.9241	7.12361	7.95485	12.1622	15.0532	8.82555
TFA2	7.77731	17.7413	12.3533	16.5878	7.28146	8.80063	6.93517	6.61815	8.96119	6.94374
PAM17	10.2911	12.1214	10.6926	11.5432	10.5282	8.32825	9.56445	9.76557	8.03091	9.1343
CCP1	7.02005	23.0152	12.811	20.198	5.6359	7.26408	6.10326	5.70497	6.97016	5.27743
GPT2	9.84811	5.46831	9.29913	7.32121	9.60557	12.2909	11.2882	11.2954	12.8203	10.7629
BET3	9.21705	13.6447	9.73867	12.128	8.80996	10.9418	9.23564	9.67932	9.14584	7.459
YKR070W	9.27463	14.2348	11.8223	13.8931	7.19925	9.1673	9.09367	7.90246	9.29513	8.1174
DRE2	11.7789	4.39702	10.4123	6.16965	9.6947	11.6255	13.197	9.77249	9.22882	13.7236
SIS2	11.1237	7.51772	16.1623	8.8714	8.17404	10.8095	10.0036	10.28	10.056	7.00173
AIM29	9.50869	4.69023	7.56489	5.02731	9.12459	12.3709	13.9744	12.4263	13.0418	12.2709
ECM4	10.4663	14.9725	10.7034	11.5277	8.19988	12.0939	8.94499	7.71267	8.68337	6.69523
YKR078W	11.9301	8.55649	7.99508	7.32551	11.9223	13.0328	9.12835	9.30541	11.833	8.97103
TRZ1	10.9975	11.8904	10.1691	11.3109	8.78428	8.68803	10.6857	9.44653	8.13183	9.89576
MTD1	11.6769	3.6035	6.29178	4.31025	10.7514	12.4776	12.7197	11.9644	11.5234	14.6811
NUP133	9.93657	6.87065	11.5002	6.63922	9.46287	12.8738	10.307	9.63051	12.7835	9.99571
HBS1	9.41541	6.46299	7.50117	7.53826	10.7538	13.343	10.2596	10.9357	13.2013	10.5888
MRPL20	9.08805	14.2595	9.50245	11.7019	8.46623	8.20847	9.4458	9.69435	7.8503	11.783
OMA1	9.16494	11.1794	10.9411	13.2069	8.11885	10.1359	9.23887	10.3357	7.39917	10.2791
TGL4	11.8165	6.3607	7.60711	5.85875	12.6114	11.6661	9.98476	11.0377	10.9705	12.0864
SRP40	12.0842	5.94332	10.1193	4.62646	16.7414	9.59384	8.34532	13.3236	12.4103	6.81227
PTR2	13.5012	5.44283	10.6094	5.11535	12.5293	9.20996	11.6936	10.0557	8.50069	13.342
MLP1	8.56766	6.91058	14.2564	7.47002	10.4924	10.6271	9.8833	10.1346	14.4911	7.16686
PCK1	12.8791	2.8621	8.8162	3.81725	10.2042	9.71372	16.8695	12.8932	10.3104	11.6344
UBP11	9.04955	6.95046	11.2764	11.0614	7.00806	11.5562	10.3329	9.89252	11.6686	11.2039
VBA5	7.71712	2.33775	9.30067	6.50862	9.2743	10.9333	13.2714	10.899	14.2459	15.5119
DNM1	8.81187	6.32228	16.805	9.38926	8.16576	13.5112	7.39314	9.92084	14.371	5.3096
ORC3	8.77223	5.99751	9.061	6.36283	13.1325	8.11306	8.53111	17.8984	9.58505	12.5463
MMM1	8.82296	10.2599	10.39	11.1386	7.98608	10.914	9.61558	9.3355	12.4673	9.0701
YLL007C	10.2375	4.00381	8.83318	7.92224	10.4929	10.5045	9.67478	14.758	13.1279	10.4452
DRS1	11.399	6.5612	9.81304	7.398	10.844	11.4793	9.81759	11.9561	11.8397	8.89204
COX17	7.58937	24.2898	9.43058	19.8305	7.68778	6.37038	6.74219	5.72925	7.15696	5.17318
PSR1	9.90353	9.78541	11.2239	8.55249	8.2052	16.6752	8.1988	8.69267	12.2233	6.53951
SOF1	10.6774	5.44711	10.5881	5.71857	9.78195	12.3694	11.847	10.4553	13.731	9.38416
PUF3	11.0643	7.12104	9.82034	8.36376	13.0205	9.79597	8.26277	12.7534	10.9797	8.81827
BPT1	12.0902	4.19563	8.51261	4.72414	12.4155	11.215	12.7149	11.1847	10.3979	12.5495
DPS1	12.8769	3.45909	8.55651	4.88094	11.6217	9.89222	13.512	12.4663	10.7914	11.943
KNS1	9.67429	7.55283	10.1014	7.05581	11.2209	9.83017	11.5114	10.1942	10.9852	11.8737
SPA2	11.5681	7.13171	14.8623	7.61268	12.035	10.0599	8.90976	10.531	9.61589	7.67359
POM33	9.83715	7.92153	11.0273	14.3806	6.43478	15.2923	9.05279	10.4042	11.2735	4.37585
SSA2	11.9841	2.12945	9.74618	3.89518	12.6966	8.51138	13.3167	13.1687	12.4431	12.1086
HSP104	12.0931	4.01775	9.04602	5.30736	10.1248	11.8947	14.0554	10.0148	12.1637	11.2823
ISA1	10.9955	14.9375	10.8375	11.2884	10.8721	8.10821	8.09728	8.26054	6.94344	9.65949
TPO1	10.2251	11.7397	11.2121	9.68512	8.41063	10.0102	8.64986	11.2128	8.91774	9.93677
FRA1	11.2937	4.96573	9.61818	5.9403	10.0351	10.4853	13.1406	11.5516	11.281	11.6885
GPI13	11.6052	6.09195	9.85771	6.95016	13.4444	11.1739	9.49112	10.7089	11.9195	8.75715
YLL032C	9.35291	7.8961	10.0913	8.40263	9.18215	14.7554	9.52536	9.93966	12.0238	8.83064
IRC19	9.869	13.9692	10.8865	12.7123	9.0965	9.38565	8.56883	9.19397	8.72673	7.59129
PRP19	14.4079	3.46939	9.93977	3.62676	14.5563	9.98491	11.0443	13.3537	10.4852	9.13175
ENT4	8.81877	7.98229	8.78297	8.28063	9.97359	11.345	10.6381	10.5235	12.7293	10.9259
VPS13	9.72315	8.14288	10.3663	8.57487	9.83475	12.758	9.61428	9.59208	13.2024	8.19126
SDH2	9.09877	13.9473	9.20772	11.2112	8.67189	8.46455	9.77709	9.60636	8.09985	11.9152
FPS1	11.4249	8.80996	12.6428	8.85066	9.80835	9.35402	8.91886	10.5593	9.62612	10.005
RPL8B	10.7584	5.69641	8.46212	9.06536	18.2669	11.3773	7.00439	12.1404	10.9789	6.24978
YBT1	13.2563	3.73773	8.22466	4.31384	12.0768	9.24686	13.6786	11.6851	9.13338	14.6467
COF1	12.4834	4.44453	12.6753	4.80977	10.4465	9.82214	12.1323	10.5577	11.447	11.1814
YLL058W	11.4959	3.79881	6.26254	4.99032	13.8224	10.8047	11.9661	12.438	10.0916	14.3295
YLR001C	12.7709	3.97909	8.63268	4.49731	12.0842	8.70084	12.9236	11.6141	9.34545	15.4519
NOC3	10.4527	5.67847	10.3661	6.91339	10.1783	12.3417	10.2113	11.8516	12.9592	9.04718
CMS1	12.1074	3.64823	7.85046	4.50407	13.4225	9.93795	12.2057	14.0141	9.9987	12.3109
SSL1	10.0144	3.36474	10.8954	4.87592	12.6758	12.3106	9.31153	14.0074	11.5597	10.9845
PAM18	9.25647	12.2974	10.1981	10.198	9.60935	7.44337	10.0131	10.9387	7.6671	12.3784
RLP24	12.9797	5.40985	9.70208	7.01351	11.5872	10.6899	9.28673	12.3703	11.5676	9.39317
LOT6	11.1232	3.38395	6.93372	4.74521	11.5393	11.0953	12.0246	13.6883	10.8466	14.6199
MEU1	9.31153	14.6984	10.3753	11.9993	8.57281	8.69982	8.19923	9.41687	10.0903	8.63643
POM34	9.88177	5.75734	6.33288	4.95142	13.505	9.71387	12.8733	11.4836	10.7571	14.7437
SDO1	10.7777	5.67162	9.16905	8.43898	11.3779	11.3507	9.08999	13.1658	10.958	10.0003
IZH3	11.799	4.22675	5.37052	4.6372	15.7744	7.26385	11.4974	10.628	7.2254	21.5776
SNF7	12.5966	4.38613	5.78626	5.8817	17.4672	8.89095	9.33461	12.8397	9.44588	13.371
SED5	14.0941	5.75442	8.72879	9.6309	17.3509	8.4029	6.82413	10.5084	10.222	8.48344
AAT2	11.9373	3.73434	8.52894	4.42384	11.2834	10.2655	13.7251	12.0623	11.5449	12.4944
ADE16	12.4133	2.81863	8.98626	4.99614	10.5052	10.2278	13.5545	11.6022	11.8168	13.0792
RPL15A	11.8423	3.98241	10.1722	5.40747	11.5738	9.95311	12.0486	14.6377	10.3287	10.0538
RAD5	10.7411	4.84023	11.6281	7.9604	8.2885	10.1408	10.5658	12.4528	10.7438	12.6384
RSC58	9.37033	5.64843	9.52455	7.07049	16.2199	7.87325	7.88716	14.7528	11.6245	10.0286
SMF3	12.9054	3.50036	7.39541	4.21919	12.3213	8.36211	14.0898	12.6956	9.28205	15.2287
COX12	7.07087	18.6174	7.8628	18.1529	14.633	8.75972	3.21526	6.98349	7.52269	7.18181
RIC1	10.5511	6.52761	11.0697	8.68377	11.406	10.9283	8.22752	11.8444	11.6679	9.09374
TRX1	9.69198	8.48578	8.91969	7.81365	9.38203	10.2343	10.5851	11.0097	12.5291	11.3487
PDC1	10.4486	2.5943	7.92589	5.20926	9.19617	14.9386	13.0387	11.2161	13.0997	12.3326
STU2	11.7323	7.74576	9.19223	6.12172	12.2937	9.03549	9.85508	13.0923	8.35825	12.5732
FRE8	12.8099	3.89483	8.32011	4.29399	12.1427	8.90904	13.6194	12.4343	9.13919	14.4365
FCF2	10.0295	6.02651	8.90567	5.45884	12.4837	12.7889	8.21175	12.3329	14.781	8.98124
ERG3	9.86154	7.90721	8.48864	7.27636	12.0391	12.131	9.69252	10.8836	11.491	10.229
YLR057W	9.49877	7.44967	9.39349	6.77881	10.3041	11.2567	10.3873	11.173	13.9345	9.82372
SHM2	11.6504	3.04095	7.55297	4.57435	11.0329	10.5265	14.0463	11.1997	10.8989	15.477
REX2	9.09409	17.0808	10.4578	15.278	6.71096	9.01675	7.80569	8.09085	8.04518	8.4199
FRS1	13.3035	3.02901	9.13362	4.44393	11.8763	9.02687	14.0727	12.125	10.9089	12.0802
RPL22A	11.5338	4.94844	9.89807	5.30372	13.3404	9.14562	11.5247	12.5553	11.4291	10.3208
YLR063W	11.53	4.24123	10.463	5.55828	12.6602	8.77819	12.6201	12.3011	11.2917	10.5562
SPC3	10.0828	6.13558	8.84148	6.85673	10.2446	11.0274	11.4449	11.486	9.78967	14.0909
PET309	9.20097	13.0315	10.3792	14.5794	7.55358	9.82839	8.87161	9.56109	7.91525	9.07902
MEF1	8.64877	16.5523	10.9905	14.6327	7.72786	8.39938	8.54871	7.96008	8.12647	8.41316
RGR1	10.6187	7.20047	8.86277	6.62922	9.73096	12.3721	7.86921	14.7831	11.8843	10.0492
YLR072W	9.28623	10.5839	10.8162	10.2635	9.60097	12.4236	7.70794	9.53828	11.911	7.86845
RPL10	11.6181	4.69272	8.53686	5.50291	14.1275	10.3749	12.3475	12.4476	11.2646	9.08725
FMP25	10.2856	11.6952	10.9909	11.5074	9.26194	8.07173	10.3782	9.47144	7.46178	10.8757
BOS1	8.91548	9.14378	8.4755	7.67155	10.6853	11.8786	10.2086	10.0925	12.6437	10.2849
SIC1	11.7252	5.48594	7.75984	3.06003	11.4748	9.40184	14.0995	12.2999	10.9798	13.7132
EMP46	11.0639	5.56284	9.81598	5.77078	11.9994	13.112	11.1063	9.13074	13.5101	8.92794
SRL2	9.28418	6.54264	9.86181	5.88742	14.0289	8.58848	9.77483	13.5319	9.00028	13.4996
EMP70	12.5275	4.5832	8.5552	5.22376	13.4988	9.7779	11.1245	11.1629	11.3269	12.2193
RAX2	7.32654	8.82055	10.0096	8.83392	9.38316	8.45739	11.2076	10.932	11.5825	13.4466
SMC4	12.5561	5.30549	7.87568	5.69926	14.3914	9.7405	8.98603	15.2424	9.57706	10.626
CSF1	10.4315	8.04396	11.2014	8.71941	8.93142	10.0643	11.1902	10.5591	10.4247	10.4341
GAA1	12.3284	6.54056	10.6712	8.58219	9.35421	11.2404	10.4887	10.8058	10.2088	9.77972
ALT1	8.34827	14.8831	10.6571	14.2684	7.98293	9.90156	9.13308	8.32356	9.22075	7.2812
XDJ1	8.91883	14.3333	11.6038	12.114	8.68581	9.39603	7.93186	9.22649	9.031	8.75885
GEP5	9.75436	14.5252	10.8466	12.8209	8.08672	10.3935	8.70578	8.36893	8.07109	8.42692
NYV1	10.2758	7.44875	9.45997	7.98546	11.4423	10.6326	9.1597	11.1978	12.1321	10.2656
IOC2	9.81964	3.92755	9.72818	6.68883	12.1251	7.79924	8.62338	18.1191	10.8844	12.2846
KIN2	11.1332	10.3211	10.6067	8.52566	12.918	10.0584	6.88654	10.7586	10.3908	8.40108
ICT1	14.7438	9.81427	9.66671	10.7601	7.32887	7.49589	12.6977	7.809	7.37345	12.3102
YLR099W-A	6.62487	12.0984	13.2362	15.8994	9.59359	8.52778	6.72462	9.90305	9.92439	7.46763
ERG27	9.67381	6.82485	9.19199	7.63858	10.9114	10.361	10.6952	11.7681	10.8809	12.0541
SEN2	8.03521	16.4537	9.78526	13.3513	9.86112	9.35208	7.93658	8.22476	8.89353	8.10642
MDN1	13.4275	3.76096	6.96658	4.85597	15.9046	9.57127	10.9834	12.7117	10.1497	11.6684
AHP1	13.6614	2.01019	9.74276	3.8416	10.529	11.9015	13.2095	9.30839	14.7154	11.0803
HOG1	9.34637	7.28542	7.89139	8.83334	9.85846	12.974	11.8249	9.1542	12.5469	10.285
AVL9	11.1539	3.98072	9.27704	4.83822	12.4306	9.5479	13.2375	11.2455	11.3182	12.9705
CFT2	10.7824	5.76741	11.9107	8.51547	11.1805	11.9972	7.9995	12.2851	11.8926	7.66914
YLR118C	8.88075	17.7409	10.9822	14.8353	6.67044	11.183	6.99752	7.39542	9.11017	6.20422
YPS1	9.62275	7.63372	11.2196	7.64212	13.3681	9.9928	7.81849	10.0367	13.9612	8.70455
YLR126C	14.2357	2.71589	6.8289	3.22243	15.9171	7.97072	12.2468	13.7444	8.18279	14.9353
DIP2	10.4614	5.99255	11.8375	7.46633	12.0555	11.2529	8.5831	12.0886	13.5576	6.70445
ZRT2	11.7026	5.14578	12.2176	6.84648	11.0489	11.5042	10.8878	9.30952	10.7211	10.616
YLR132C	8.93055	13.3293	11.2229	12.9201	7.19832	10.4615	9.61227	9.00942	8.5831	8.73253
CKI1	11.3535	4.67272	8.79942	6.96039	11.3939	9.67246	12.8038	10.3056	13.6067	10.4315
NHA1	11.7267	10.3556	10.7044	7.942	11.1064	9.02131	9.6968	9.74708	9.04118	10.6585
SLS1	9.49749	14.8246	11.3562	14.0353	8.93991	8.51888	8.42027	8.64633	8.40536	7.35569
PUT1	8.32847	10.8007	13.375	12.9011	9.43278	7.48945	10.2517	11.5168	6.96312	8.94086
YLR143W	9.75633	5.99387	6.70373	6.88396	14.1704	11.0811	10.5896	11.8891	9.62045	13.3115
SMD3	8.24718	7.68119	8.27566	6.74885	10.0916	12.3561	9.55232	15.3708	11.2412	10.4351
PEP3	10.3956	6.33892	9.90051	7.2525	11.0272	11.2496	10.321	11.2562	12.5367	9.72186
STM1	11.1444	4.46559	9.52235	5.03387	12.7485	10.5337	9.80146	13.8044	12.4705	10.4752
PCD1	8.65341	13.0265	9.70799	12.0436	8.00814	10.8648	9.22915	9.38734	9.45609	9.62302
ACS2	13.6764	4.45062	7.59408	4.39193	12.6811	8.03669	13.7785	12.923	9.50185	12.9658
MAS1	8.55447	16.0953	11.7545	14.6443	7.73836	8.76666	8.79738	7.53178	8.45007	7.66713
YLR164W	11.138	11.2067	9.94714	10.843	8.23405	13.5083	10.0071	9.55102	8.21381	7.35087
PUS5	10.6304	13.4273	10.9211	10.0666	8.48494	10.7543	9.82019	8.59414	7.56822	9.73287
SEC10	11.3964	8.19283	15.8354	8.62027	11.8512	10.0604	8.75568	8.9066	9.26427	7.11692
RPS31	11.4099	5.4286	10.4132	6.38486	10.1313	11.349	11.2973	11.4786	11.3254	10.7819
DPH5	11.7575	3.75365	8.48662	4.98842	11.3696	9.77809	12.8871	12.5882	10.2399	14.1508
YLR173W	12.5928	3.88542	7.72345	4.90729	10.9047	10.5156	12.2176	12.3595	9.5549	15.3388
IDP2	15.7667	2.62898	7.5669	3.87282	12.9139	8.71695	13.8986	12.459	9.39972	12.7765
CBF5	11.8439	3.57447	9.44254	5.04746	13.9092	11.9106	7.34375	14.3941	16.2446	6.28941
TFS1	11.9925	5.23174	9.84823	5.95889	10.2892	10.6781	11.557	11.6089	11.7121	11.1233
YLR179C	9.21569	3.36091	7.16628	3.81533	9.88846	9.85987	13.2362	14.4682	12.311	16.6781
SAM1	12.3341	3.88462	9.87911	5.08932	12.738	10.4233	11.8783	12.8828	11.933	8.95741
RPL37A	11.6676	4.78823	11.1165	5.84392	12.0085	8.82807	10.2844	12.277	12.386	10.7996
EMG1	11.8246	5.01418	10.4814	6.44733	10.1319	10.7866	10.2344	12.2412	12.6431	10.1952
SKG3	8.30425	10.4948	10.8668	11.0581	8.90837	9.50688	11.2465	9.60334	9.1303	10.8806
MDL1	8.96469	11.2991	11.3323	12.4633	8.1006	8.7955	10.0777	9.93515	8.44136	10.5903
ATG26	11.865	3.73578	7.13516	5.3534	11.9988	12.0791	11.6091	11.1365	12.9545	12.1326
MMR1	7.90825	13.5683	7.17006	13.737	10.3893	8.62852	9.68401	9.4765	8.894	10.5441
PEX13	6.03733	5.43616	17.1654	22.0051	7.63197	3.84422	3.88038	11.5576	9.45821	12.9836
HCR1	11.0093	4.91583	8.27916	5.07572	13.7593	8.41895	11.3148	13.4185	9.78663	14.0219
UPS1	13.0057	10.9899	8.65687	10.6227	8.95528	8.12281	10.5088	7.93702	7.02729	14.1736
NMT1	12.4059	3.92803	9.89392	5.31345	14.7314	9.53211	11.9702	10.3638	12.341	9.52019
PWP1	9.56628	9.70696	10.1562	8.17207	7.60856	11.7365	9.88091	15.1516	11.7454	6.27558
NOP56	10.1403	4.39724	10.3468	6.08288	12.3289	13.2212	7.63224	13.9818	16.0427	5.8259
PBA1	12.1729	3.1135	6.8097	5.13654	13.8472	12.0187	7.27367	16.841	13.9206	8.86629
COQ9	10.699	12.2011	11.434	14.7544	9.11631	9.384	8.2198	9.24119	8.29185	6.65835
MSS51	9.15806	13.7245	9.71544	13.526	8.52828	9.62756	9.88724	9.54303	6.97326	9.31664
HMX1	9.88186	5.23602	8.47081	10.5304	9.0394	12.111	12.6434	13.1524	10.525	8.40979
ENT2	11.8053	5.43562	10.4463	6.13395	11.7437	12.4573	10.3933	11.3672	11.077	9.14019
HRD3	10.4893	6.61407	10.3612	7.94645	10.2615	11.6612	9.88857	10.7851	12.7453	9.24727
SEC13	11.9315	4.71098	12.3019	7.45485	8.9546	10.6889	10.8682	12.9124	11.3211	8.85558
PNP1	13.7298	4.48995	8.71003	7.12332	9.42555	9.05252	12.8355	12.8723	9.26009	12.501
CDC123	14.8991	3.53325	5.84563	4.96066	16.9239	8.32753	11.4153	13.6882	6.82182	13.5846
CPR6	11.1142	2.38562	8.87274	4.24628	10.0234	10.5328	13.984	13.3553	11.7849	13.7007
MSC3	11.6345	9.85642	11.3387	6.78269	13.9728	13.8332	4.21433	9.63953	14.0186	4.70919
CCC1	11.8284	5.14317	8.15208	4.81287	12.582	9.46946	13.6088	10.5378	10.176	13.6894
RSA3	10.0175	6.1497	10.4113	6.71011	13.3895	10.9083	8.87356	11.4962	14.6252	7.4187
UTP13	10.3647	7.42777	12.6958	7.79322	10.7068	10.0162	9.24882	12.2427	11.8353	7.66874
YLR225C	10.577	5.47268	7.87937	6.86421	10.5797	11.7408	11.0788	10.3809	13.3061	12.1204
CDC42	10.5631	8.04454	10.1049	10.9683	7.64467	11.1451	11.0824	9.82071	10.1145	10.5117
TOP3	11.4389	8.41022	9.46672	10.2143	8.44708	10.1822	10.6406	11.2444	10.1245	9.83102
THI7	9.68622	5.98181	8.91604	5.86107	10.6115	7.99152	13.6869	10.8712	9.98114	16.4126
FAR10	9.152	9.37301	10.769	9.50542	9.33492	11.2213	9.35995	9.88503	12.6066	8.79277
LIP2	8.6189	16.2007	9.83877	14.4198	7.39695	8.76389	8.74893	8.48195	7.63871	9.89142
VPS34	10.7016	5.51025	8.97487	5.69115	11.9734	11.4232	11.906	11.3169	11.6657	10.837
YLR241W	10.2375	4.23828	7.65046	4.98374	11.6202	10.5618	12.8919	12.9479	9.88095	14.9873
YLR243W	13.7512	3.81818	6.14691	5.01804	15.352	9.04082	10.4921	13.8877	9.31071	13.1823
MAP1	12.9644	5.20103	9.40112	6.24615	12.4053	7.94647	11.4376	12.0939	9.00242	13.3017
RCK2	10.1382	5.71612	9.20159	7.10949	12.1224	10.9626	9.94688	10.6377	13.6473	10.5177
YEF3	12.8691	4.01577	7.15145	4.043	13.0717	10.3047	13.0655	12.4586	9.88245	13.1378
SSP120	9.59048	6.91122	8.27345	7.03704	11.4659	12.764	10.1367	11.4718	10.8208	11.5285
SYM1	9.75881	16.5589	9.31632	9.8949	10.6874	10.9928	10.0713	6.74346	7.61318	8.363
YLR253W	9.65244	11.321	11.0705	12.4192	8.99028	8.90242	9.79062	10.0251	7.86597	9.96233
YLR257W	10.9363	6.58829	8.8879	6.59468	11.9271	10.2418	11.1961	10.7509	10.7514	12.1255
GSY2	11.7715	4.05303	12.3051	6.6709	11.1958	11.002	10.104	13.1409	11.2977	8.45917
HSP60	8.83032	14.6307	10.257	14.1041	8.44617	9.36573	8.25831	8.47027	8.85689	8.7805
LCB5	9.7285	6.05616	12.0318	6.75839	10.9663	11.3076	8.76386	10.4822	15.7906	8.11462
YPT6	9.66203	8.3739	9.15147	8.89524	9.057	13.5056	9.57031	9.56984	12.9142	9.30043
TMA7	7.69545	5.16121	5.84465	5.85513	20.8806	14.123	4.30226	13.1471	16.6744	6.3163
RPS28B	12.1978	4.92299	11.7359	6.31945	9.87931	9.97705	10.815	14.0532	10.411	9.68826
SEC22	9.58268	8.70098	8.19156	8.21395	12.1025	12.2902	9.23041	10.1171	10.6526	10.918
DCS1	11.6781	4.86802	8.8983	5.69452	9.7259	12.8662	12.8455	10.4757	12.4014	10.5463
YCS4	7.70385	15.2371	11.1069	14.9586	7.3377	10.6665	8.82693	9.1217	7.46605	7.57466
MCM5	7.41119	10.1041	8.61705	11.2956	7.94682	16.0632	6.55657	9.12823	15.2781	7.59912
