	pex19_1	pex19_2	pex19msp1_1	pex19msp1_2	pex3_1	pex3_2	pex3_3	pex3msp1_1	pex3msp1_2	pex3msp1_3
ARP4	10.2422	5.04737	8.21508	5.90366	14.8152	7.96369	8.93655	16.0163	10.3547	12.5053
IML2	10.6304	6.75925	8.05642	9.2132	10.4779	11.5089	10.6475	10.2865	12.3025	10.1175
ALY2	9.49235	5.39033	11.0111	6.92067	10.7206	10.8153	10.9159	10.4772	12.9334	11.3232
EXO70	9.9118	8.51704	13.414	9.41482	10.1368	15.7681	8.00427	8.46562	11.2627	5.1048
TRL1	11.0021	4.25482	7.53141	5.06614	12.8449	11.57	11.5124	11.6212	11.6666	12.9305
DPB11	8.7367	7.49571	9.14525	8.90033	7.33765	15.2968	7.99756	10.6629	16.8409	7.58612
GWT1	11.9866	5.58954	8.90787	6.87432	11.9182	10.0158	11.8266	11.5418	10.2674	11.0718
TOK1	10.7805	6.42747	11.2067	7.92182	8.75812	10.2431	12.0948	11.2441	10.7549	10.5685
KHA1	9.89006	8.0767	11.9074	8.45095	9.00309	11.8121	9.21916	11.0256	13.2984	7.31655
MRPL49	9.18462	14.2285	10.4364	12.479	8.131	8.18299	9.19435	9.35929	7.84717	10.9567
PHS1	10.919	6.11998	8.6721	8.79831	11.2171	11.5243	9.35674	13.4397	11.5839	8.36887
LSB6	13.0492	4.38228	7.6321	4.5891	11.1804	9.8557	13.8479	11.8748	9.43936	14.1492
GSH1	13.427	3.62669	7.30919	4.0484	16.3818	8.66325	12.1753	12.2025	8.59825	13.5676
MEF2	9.38931	15.1098	12.1621	14.3835	7.86118	9.21263	8.39512	7.82018	8.08482	7.5814
PAM16	9.34092	11.4869	10.5398	10.3838	9.2538	7.64789	9.58619	10.5319	8.20562	13.0231
UTP10	10.9219	5.84104	11.0669	7.91205	10.7486	11.7333	9.05094	13.199	12.2827	7.24365
CCT7	11.7468	3.28379	7.83716	4.483	12.1897	9.91958	13.0121	12.9418	11.3316	13.2543
MDV1	8.42914	13.912	11.5351	11.3395	8.82952	9.88582	6.80389	9.19963	12.9949	7.07045
ASF1	12.4166	4.26873	8.34799	5.2998	12.9963	10.4207	12.0192	12.1572	10.5805	11.4929
NCA3	12.3533	6.69516	12.72	5.84703	13.5416	17.9929	8.07823	6.74521	12.0963	3.93033
PHO86	11.4732	5.15455	9.53148	6.51856	10.2057	11.2213	12.2626	11.0398	11.0437	11.5491
MTC1	11.9207	3.76261	9.33497	4.89601	11.4894	9.95855	13.2015	10.9562	12.5623	11.9178
LSM1	10.2815	5.46674	11.8726	6.89242	9.07214	11.084	11.5311	13.4433	11.9112	8.44502
GCD14	12.2735	3.58137	9.41024	5.88105	10.7872	8.54211	11.7946	12.8825	11.818	13.0295
NIT2	8.2157	16.5408	11.4757	13.7601	5.82411	9.76815	7.93345	8.55615	8.7815	9.14434
PBS2	11.6204	11.7623	8.42076	8.37637	12.791	10.8771	5.66832	10.1773	12.9669	7.3396
TRK1	10.4455	10.4617	8.61181	7.22182	10.9104	9.30214	10.3863	10.5145	11.0361	11.1096
URA2	15.192	4.17116	7.01521	4.81753	14.7706	8.52611	11.919	13.4061	8.37045	11.8118
AIM23	8.69859	12.2799	10.3312	12.9676	9.84491	10.2361	8.85813	9.44232	9.59843	7.74295
YJL132W	8.72998	9.7352	10.6521	10.2068	9.835	9.35451	8.72898	10.764	10.5359	11.4575
YJL133C-A	10.6407	23.5471	11.1903	6.82284	7.13043	3.88151	10.3444	3.25131	3.65818	19.5332
MRS3	9.82205	13.5493	10.0699	12.7229	9.039	8.46533	8.40736	9.51748	7.43575	10.9708
LCB3	12.5378	7.58441	10.9102	6.36328	9.74994	10.5895	11.2808	8.9993	12.0277	9.9571
RPS21B	15.6771	3.38538	11.135	4.81736	12.787	8.33641	11.0056	11.7445	11.4435	9.66822
TIF2	8.7256	9.06882	6.66049	8.88167	6.95059	18.2449	10.6093	8.12078	13.8249	8.91292
YUR1	8.22715	7.16615	10.2318	8.43091	8.46424	12.9741	11.1887	10.598	9.01808	13.7008
YAK1	9.9648	8.24303	9.2886	9.4782	7.55321	15.9917	10.0352	9.23849	11.6555	8.55132
TIM17	9.64553	11.4163	12.7835	12.3201	8.22863	8.48419	10.4877	10.2172	6.74208	9.67477
SFH5	10.3417	8.70386	7.01055	10.6653	9.4501	10.1611	11.9114	10.1905	10.5811	10.9844
YJL147C	8.11636	14.8159	9.90525	13.6569	8.17067	10.4681	8.64747	8.18145	8.93608	9.10185
RPA34	10.5706	5.03242	9.88946	4.83634	13.4544	10.4801	8.69064	13.6769	13.2177	10.1514
INO1	11.5043	3.22485	6.97256	4.5191	10.1014	8.67848	15.5941	12.0835	9.03637	18.2853
VPS35	12.152	5.98906	9.48454	6.63038	12.2805	13.3643	8.15883	11.1009	11.7867	9.05283
FBP26	9.04349	7.58272	6.59857	8.1952	8.36779	16.1718	10.3254	9.86385	13.4056	10.4455
SSY5	10.12	7.45588	9.07426	7.8288	9.76647	12.5723	9.04735	10.7972	12.0923	11.2454
CIS3	10.0209	8.77523	10.4108	9.62139	10.9768	9.37607	7.08614	11.1553	12.5064	10.0709
HSP150	10.5439	9.97718	9.24753	8.52609	12.606	10.9454	6.04709	10.6032	12.432	9.07163
FMP33	8.53515	12.3057	11.1074	12.6113	8.72825	9.16152	9.45424	8.87683	9.26243	9.95712
HAL5	12.0003	5.29089	11.0982	6.22444	13.1366	9.19932	10.5436	12.2484	9.23672	11.0215
QCR8	8.68536	13.1517	10.7153	13.0028	10.8777	7.77169	8.47642	9.60134	6.80494	10.9127
ERG20	11.7357	3.80374	7.53321	5.86864	13.2649	11.9016	12.4949	12.1181	10.7672	10.512
SET2	11.0165	3.35086	7.91608	4.89231	16.334	10.2084	9.70279	12.6827	12.0992	11.7972
YJL171C	8.30605	7.97894	7.59636	7.78102	16.2144	9.49214	5.30228	11.1747	14.1978	11.9563
CPS1	10.2145	14.1055	12.465	9.3843	10.6587	6.84449	9.12673	8.84766	9.75175	8.60139
RFA3	11.1148	3.08315	7.13868	4.76962	16.694	9.24699	10.6039	14.9345	9.15647	13.2579
KRE9	8.26197	10.3144	9.87907	10.0472	11.6241	8.76429	6.63518	10.657	12.7783	11.0386
SWI3	9.96742	5.7279	9.47956	6.64908	12.24	9.48629	9.02216	13.3887	11.8723	12.1666
RPL17B	12.4338	3.93518	10.2279	5.45367	11.6032	9.53244	12.3114	13.582	10.2701	10.6504
ATG27	13.4394	3.98966	6.87078	3.92048	13.3858	8.37768	14.1289	10.0335	8.17108	17.6827
PFD1	13.3646	6.04735	8.94001	5.2637	12.0183	12.0404	10.1732	12.6338	10.0978	9.42076
ATP12	8.79738	17.0508	8.75635	19.9365	8.97458	8.75928	7.0855	8.16774	6.7274	5.74447
MNN11	11.6451	7.09841	8.65901	6.4216	11.3841	10.3908	11.4047	10.8258	10.6777	11.4927
YJL185C	8.70772	10.3403	18.0518	21.2397	7.79105	4.62235	3.39694	9.94519	8.31802	7.58683
MNN5	11.6343	4.61386	8.59803	5.42483	12.952	9.69126	11.7849	11.2049	11.0119	13.084
RPS22A	11.107	4.96532	12.4236	6.88305	10.1501	11.4165	11.6602	12.1361	10.2549	9.0033
SOP4	9.58871	8.65192	8.5468	8.76537	13.9412	12.7357	4.64454	10.778	14.9222	7.42553
ELO1	14.4488	5.83802	9.2201	7.3734	10.3184	12.8541	10.201	12.3596	8.06754	9.31892
ACO2	8.65562	14.5227	11.5798	13.2312	7.461	9.09462	10.4096	7.39796	8.87878	8.76862
LAA1	14.7736	4.09288	7.50499	6.67242	21.0109	9.02117	12.7734	11.8104	6.67986	5.66035
NUC1	8.93131	13.4911	9.12615	11.4977	9.5544	8.03848	9.35653	10.0761	7.08881	12.8394
CBP1	8.98931	14.1109	11.0768	17.4849	8.83166	9.66835	7.72566	8.35471	6.69521	7.06251
PEX2	6.18739	1.55573	20.3119	25.9007	4.42231	1.89345	1.5681	13.7131	12.3236	12.1238
REE1	10.1075	3.61733	6.90839	5.37264	9.99559	10.6905	12.267	12.823	13.3492	14.8689
AVT1	10.8215	4.61444	8.23679	5.47912	12.0664	10.0102	12.6295	12.1607	11.621	12.3604
MPP10	9.15302	6.70661	10.1205	7.32843	13.1915	11.5479	8.25103	11.2879	14.9574	7.45571
YJR003C	8.79093	16.3726	10.0955	17.8071	8.42018	9.66064	8.09229	7.19682	7.2436	6.32041
POL31	11.0909	5.15359	8.85066	5.6744	13.9778	9.14117	10.5043	11.7012	13.9408	9.96523
SUI2	11.4822	5.79752	8.34724	6.49124	11.2165	11.7089	11.7859	12.0007	11.2341	9.93572
YJR008W	9.8947	8.89519	8.52464	8.02817	9.31838	12.6379	11.5818	9.59157	12.7067	8.82092
TDH2	11.6165	3.54822	7.90066	4.66329	13.4673	12.5044	10.9096	10.3693	13.06	11.9608
SPC1	12.2913	5.51732	8.73938	6.63436	10.4088	10.6925	12.4458	10.6306	11.3821	11.2578
GPI14	10.1304	6.28937	8.83195	7.49458	11.0577	12.0138	10.2524	12.3341	11.6263	9.9694
TMA22	13.0925	4.0628	9.95298	5.4933	12.181	10.7035	10.4702	13.0491	9.84134	11.1532
ILV3	8.37528	17.1542	11.2932	15.4611	6.69775	9.36447	8.63163	7.0554	8.3317	7.63527
ESS1	10.2686	5.05189	9.30726	5.95705	11.8942	11.2369	9.99355	11.9183	12.8091	11.5632
TES1	9.7481	12.1396	10.9136	11.8222	8.83705	10.0052	9.05989	9.26866	8.99177	9.21402
MDE1	13.1108	2.51195	7.97374	5.73504	12.0218	9.50505	11.9166	12.8413	12.1466	12.2372
BNA1	11.4539	3.34047	7.22788	4.19917	10.6545	10.2065	14.2738	11.007	12.6786	14.9582
RAV1	12.109	4.7448	8.00554	4.73166	13.5455	10.0363	11.8977	10.3935	10.3822	14.154
PET191	8.37354	12.8096	8.04233	13.2103	9.83469	11.1145	9.96497	8.76311	9.22614	8.66079
NUP85	8.02816	9.49573	11.0976	10.8611	7.70219	14.5538	8.79424	8.56291	13.7782	7.12606
SSC1	8.89815	16.5588	9.22996	13.4353	8.88593	8.70411	8.89143	7.70064	8.78877	8.90694
TAH11	10.9691	7.66257	7.53157	7.19116	12.1697	8.89302	11.5203	11.2185	8.82312	14.021
CYC1	7.22483	18.3836	8.85691	16.2217	8.69349	10.6807	8.13376	6.09269	8.0346	7.67777
OSM1	10.6984	9.52355	9.69934	9.03303	10.1895	10.0025	10.7402	9.1571	9.98847	10.9678
PTK2	11.5302	11.7293	11.5962	7.6934	11.8366	9.8727	8.1864	9.52932	9.6369	8.38898
CBF1	9.54224	5.45742	7.73063	5.50911	15.1471	7.29915	9.02156	16.5316	9.82007	13.9411
NTA1	10.346	14.6414	10.2197	11.8375	7.65892	11.0688	9.36059	7.13515	9.69301	8.0389
RPA12	11.1039	4.24839	9.14743	6.22469	12.7525	8.80359	10.3403	14.6319	11.5774	11.1699
CCT5	12.5905	3.09272	8.94389	4.80228	10.6619	11.7181	13.5525	11.3384	11.788	11.5117
ARP3	10.6797	5.41734	17.0366	7.95572	9.0771	10.7951	8.6991	10.8155	12.7574	6.76653
TOR1	12.0873	5.85592	10.0103	6.47459	10.2426	10.3324	12.6148	10.9697	10.3581	11.0544
YAE1	11.9418	5.13176	7.04402	5.09025	13.3458	10.2104	10.0676	12.7243	9.65985	14.7843
RFC2	13.5684	4.22528	8.23828	6.19182	12.6955	8.79724	11.8264	13.833	7.63341	12.9907
HAM1	11.9916	3.42672	8.44272	4.25644	11.0431	10.8732	12.6822	12.1756	10.9079	14.2004
LIA1	11.2153	3.29289	7.03093	4.82011	13.3316	11.4209	12.7567	12.0586	10.1546	13.9183
NPA3	11.4065	4.539	6.40915	5.50484	15.3437	10.443	10.9015	13.1152	9.17416	13.163
OPI3	12.4126	6.11932	8.19004	6.52002	8.80382	12.8232	13.3451	12.1958	8.41064	11.1795
MOG1	12.3601	2.53714	9.45481	5.01281	9.48952	10.7392	12.253	12.9237	11.964	13.2657
HOC1	10.6854	7.04517	7.28763	7.18252	16.188	10.8206	9.9873	11.5118	10.6573	8.63427
CDC11	8.78852	10.3127	15.5058	10.2382	9.46573	9.37098	8.67041	9.79902	11.708	6.14067
MIR1	9.63952	11.539	11.0345	12.3553	8.43673	8.49565	10.1434	9.56956	7.28224	11.504
AIM24	9.58294	12.3457	10.2696	11.4881	8.71331	8.46842	10.3411	9.59569	7.58769	11.6074
ACF4	10.8184	6.50349	7.15589	7.92805	16.647	9.04894	8.63258	11.2152	11.1802	10.8702
STE18	12.0185	7.10209	9.90635	7.98433	6.57367	12.9277	14.1685	9.93252	8.02244	11.364
EMC2	10.3085	7.22431	7.62413	10.7203	15.8906	11.8757	8.39683	10.1281	11.0076	6.82384
BIR1	7.7542	4.47137	11.238	5.35876	11.5588	9.74593	10.3048	14.8943	8.52218	16.1516
GRR1	9.68421	9.47067	6.98816	8.72363	7.9641	16.3651	8.41989	10.2534	13.6261	8.50476
JSN1	11.9897	6.72363	13.8169	5.6871	14.8142	7.50367	10.3744	11.1518	9.02645	8.91214
RPL43B	11.5524	4.57584	9.87092	5.66394	10.4565	10.7727	12.5631	12.2977	10.7306	11.5163
SFC1	11.088	12.9163	10.3198	10.7715	8.15951	9.1092	11.2647	8.99091	7.34534	10.0347
YJR096W	11.1885	10.4557	10.5611	10.131	8.89054	12.0593	9.44251	9.61149	10.1725	7.48741
YJR098C	12.0571	5.53772	8.50809	5.93781	11.8079	10.1087	10.5916	10.4786	11.2915	13.6809
AIM25	9.77789	12.0375	11.032	11.2196	8.83555	9.03836	10.5153	9.80789	7.53729	10.1985
RSM26	9.15194	13.1422	10.257	14.6861	8.7367	9.30666	8.99352	8.49735	9.26847	7.96004
URA8	10.6819	2.54702	5.86252	4.72306	9.29412	14.4356	13.363	11.6745	10.9121	16.5061
SOD1	10.244	15.1425	10.3552	11.3664	8.7201	8.37556	9.37648	8.39573	8.99308	9.03096
ADO1	12.2172	2.60567	7.44413	3.86513	11.9194	10.304	13.4979	12.7196	11.3341	14.0929
CPA2	13.1503	3.55828	7.39313	4.24731	13.3907	9.0407	13.2215	12.223	10.228	13.5471
YJR111C	8.1732	14.7859	9.8939	13.2244	8.14654	9.50272	9.42508	8.61636	10.4617	7.77017
RSM7	9.2841	14.2731	9.00005	15.0958	10.0771	8.60683	8.17552	9.20542	7.48657	8.79551
STE24	11.5789	5.88054	10.4666	8.0056	10.3737	10.9104	10.6539	10.8071	11.623	9.70019
ATP2	9.44482	13.2519	10.8297	12.5835	8.25737	9.03487	9.39866	8.96054	7.75581	10.4829
IBA57	8.66028	14.3999	11.3961	14.9284	7.0786	8.44019	9.08706	8.49654	8.74278	8.77016
RPS5	12.685	3.91662	11.357	5.54817	12.5003	10.2776	11.231	12.1588	11.92	8.40547
YJR124C	13.6145	3.11961	8.55117	5.67061	10.506	10.161	13.7929	12.0038	8.57059	14.0097
ENT3	9.96114	7.88633	7.23363	9.1867	9.07026	13.9456	9.34674	10.2615	12.5411	10.567
STR2	11.0359	6.06683	8.25927	6.91262	9.37408	13.8861	11.1352	10.6686	10.3981	12.2634
MNS1	10.9736	6.1785	9.84181	7.00819	9.83343	11.0164	11.4162	10.8709	11.7638	11.0971
IML1	11.9379	5.33832	7.58461	5.54409	12.7253	10.2716	11.9586	11.2487	11.0438	12.3471
HOM6	12.8157	4.02939	8.96422	5.0448	11.2092	9.19701	14.1545	10.859	12.0411	11.6851
HIR3	9.52469	5.56485	8.90406	7.39837	14.2866	9.96299	7.73257	15.6515	10.7472	10.2271
YJR142W	12.3036	5.70289	7.70454	6.90055	8.62006	11.0733	13.7488	11.0817	10.9984	11.8661
PMT4	11.9607	6.35702	9.28183	6.6527	11.0977	10.587	11.5746	10.74	10.8521	10.8964
MGM101	9.7102	14.2801	11.2529	12.8399	7.25212	8.44135	9.53298	9.02122	8.58316	9.08607
BAT2	12.1099	3.19556	7.17947	3.89871	12.2518	9.71846	14.2787	12.7776	9.5366	15.0533
YJR149W	10.4551	13.9752	11.1368	11.5904	9.0462	9.54568	8.94875	8.67417	9.02378	7.60395
DID4	12.6877	3.66075	4.44609	5.60971	23.9067	12.095	7.51468	10.3051	9.16086	10.6134
MRP17	8.9613	12.5063	9.66489	14.4242	7.45604	8.96593	9.57058	9.69343	8.59953	10.1578
BYE1	9.65559	4.17168	6.49178	5.08269	13.4538	11.5816	11.5759	12.7249	10.492	14.7702
SFT1	6.64952	5.73732	8.36893	11.0318	19.7217	10.1784	4.53608	11.753	15.1644	6.85885
CAP1	10.671	5.19816	16.4329	6.54113	11.2568	9.82654	9.50883	11.0082	12.0964	7.46006
LAC1	11.2496	8.76844	7.59933	7.71217	11.0862	12.7373	9.71682	9.65942	12.0273	9.44338
MRT4	13.2994	5.76339	7.32757	5.77475	12.8617	10.4573	11.1426	11.7647	10.909	10.6996
UFD4	8.11571	9.24019	7.9334	9.97842	6.80736	19.1513	9.33505	7.86294	13.3227	8.25293
CCE1	9.39044	12.0972	11.5234	14.8401	6.89822	10.3488	10.2693	9.46823	7.64378	7.52048
ARC19	9.92093	4.48115	16.4959	8.55771	6.50819	12.2462	9.17681	13.1829	12.7849	6.64528
URB1	10.6865	5.8559	10.9422	7.86553	10.734	12.2227	8.20904	12.5185	13.3269	7.63874
ATP7	9.51869	12.1637	8.50914	11.76	13.9389	9.11121	8.7569	9.30642	6.96256	9.9725
HCS1	12.6018	4.12324	9.43746	4.72392	14.1931	10.6305	9.77291	12.2571	12.0554	10.2046
YKL018C-A	8.97377	15.1814	12.5128	15.0724	8.99213	7.99624	7.95862	7.8016	7.88675	7.62436
SPT23	7.45211	16.1859	2.67366	6.21621	4.40856	16.1004	8.51108	17.072	15.0327	6.34744
YKL023W	11.389	5.85626	9.56082	3.90296	15.6693	10.5053	8.41291	13.4376	12.8592	8.40658
PAN3	11.5562	7.311	8.15769	5.77071	11.8202	11.622	11.0904	8.35615	14.0622	10.2535
YKL027W	9.15833	12.4582	11.2344	11.2576	8.08235	9.27417	10.4905	8.58765	10.1334	9.32345
TFA1	10.932	4.23534	9.76296	6.67971	12.7552	10.5735	8.88116	16.2034	10.0566	9.92016
MAE1	9.27356	15.683	10.0967	12.5231	8.06192	8.83275	9.97927	8.18605	7.80752	9.55605
IXR1	10.2816	4.56658	7.39098	5.70494	21.3495	6.05226	8.07284	15.026	9.17981	12.3755
YKL033W-A	6.74157	11.7342	8.96221	11.6108	5.85902	10.8319	9.409	10.2633	13.3875	11.2005
TUL1	11.593	3.22869	7.25526	3.83829	15.0094	9.3115	12.6963	10.5006	10.5021	16.0648
UGP1	15.4874	3.03957	9.16985	4.32463	12.1557	9.79905	12.6741	12.424	10.8356	10.0901
PTM1	14.639	3.91037	10.4424	8.07945	11.9076	11.549	10.3648	11.0543	9.17752	8.87557
NFU1	7.46587	17.3187	12.0283	17.3291	6.76966	9.47989	7.44873	7.1644	7.88961	7.10576
VPS24	14.1569	2.10557	5.33093	3.58968	24.9438	9.09946	6.25915	14.1532	10.6761	9.6852
PRI2	11.085	7.63222	11.1307	6.92035	12.4958	10.4732	9.89008	10.6433	9.61151	10.1177
YKL047W	8.50148	6.04556	9.47638	8.63417	7.78496	14.3412	10.1902	11.5813	11.9871	11.4577
ELM1	8.11761	8.05974	8.10073	10.6976	11.1133	15.7583	7.30026	7.73461	16.2786	6.83914
YKL050C	8.64365	2.47231	10.0923	4.81338	10.6772	21.3741	9.56925	9.04837	15.5528	7.75657
SFK1	11.4258	7.09351	11.8934	8.33392	10.8501	9.43802	10.7308	10.6091	11.3543	8.27105
DEF1	14.0401	5.50034	10.0594	5.55379	13.2846	8.52141	9.55953	11.743	11.7391	9.99864
OAR1	8.63404	12.7563	11.1267	14.2943	7.52905	10.9467	8.29828	8.69067	9.19318	8.53084
TMA19	10.814	3.64156	8.04459	4.71281	10.0776	9.76274	12.8065	12.8681	12.9803	14.2918
NUP120	10.575	5.85082	12.3949	7.61245	8.34235	11.8666	10.7925	9.99397	13.0473	9.52403
TOA2	10.2757	8.18575	8.43524	8.29825	9.9683	9.37843	9.98983	13.328	9.237	12.9035
MPE1	9.45293	6.81061	7.81225	8.42939	11.3429	10.4185	10.5276	10.4422	13.2426	11.521
FBA1	12.9599	3.28033	7.91208	4.60573	11.2022	10.9969	13.6787	10.9058	11.4024	13.056
YKL063C	10.2066	10.704	5.66189	6.44648	8.42473	7.07456	18.4232	6.44761	6.26069	20.3503
MNR2	12.304	4.17239	8.08804	5.19842	11.3389	10.6859	13.464	11.7974	10.4843	12.4667
YET1	9.67512	10.076	6.14722	6.91235	19.3672	13.9142	11.0437	7.36655	9.15351	6.34405
YKL065W-A	7.29293	12.4792	9.83563	16.5935	10.2144	15.3802	4.69373	8.51621	10.1917	4.80242
YNK1	10.4425	7.44554	8.81458	7.54946	9.03212	9.33143	12.3011	11.6741	10.554	12.8551
NUP100	11.3474	11.9991	8.33183	7.8554	11.1088	10.7582	8.13369	10.1835	10.0388	10.2433
YKL069W	12.1624	4.05583	7.62816	4.80133	12.0641	10.1243	12.3198	11.5319	12.2806	13.0316
LHS1	7.78893	9.08916	11.8582	11.0322	9.20272	10.9743	8.98493	9.47791	13.5949	7.99673
MUD2	8.56962	8.74085	9.33493	8.62192	10.8504	13.1157	9.92831	8.95656	10.7895	11.0922
YKL077W	11.5559	8.21492	9.73401	7.91884	11.9664	10.8935	9.70365	10.9839	10.4195	8.60934
DHR2	13.5903	11.6996	7.17806	9.76627	14.6555	4.90091	9.50964	11.0935	9.07211	8.53419
SMY1	11.413	5.19816	6.12889	5.55398	13.6414	11.875	11.2113	11.4334	9.97866	13.5661
VMA5	13.8496	4.07367	6.18402	4.47593	14.194	9.69789	14.6053	9.47227	9.05834	14.389
TEF4	11.7407	4.15591	8.6014	5.01298	11.2207	9.72068	14.5601	11.3814	11.1359	12.4703
RRP14	9.63501	6.94659	10.7644	6.71294	15.2894	11.8117	8.14466	11.6911	12.4611	6.5432
MDH1	8.94354	15.5963	10.1389	14.0942	8.50982	9.42733	8.2824	8.29348	8.36446	8.34952
CYT2	9.05025	13.6927	10.5919	12.5874	9.36758	8.44743	9.39558	9.5291	7.13261	10.2054
CAB3	11.1984	6.85348	13.9379	6.5814	11.8398	10.938	9.725	10.3105	10.6026	8.01289
YKL091C	10.1788	4.38582	8.25607	5.59816	10.349	12.5801	11.1009	13.8968	11.4827	12.1716
BUD2	9.85973	11.4288	11.9368	9.89344	9.89868	10.3661	8.68981	8.78808	11.2554	7.88324
MBR1	11.3794	10.2046	13.8679	8.24556	9.57457	8.97428	9.41445	9.23915	9.46589	9.63416
YJU3	9.78144	8.18658	10.2045	8.38512	10.2388	9.80165	11.0751	10.2891	10.0348	12.0029
CWP1	8.85487	6.4848	10.1988	8.1203	10.3265	10.1423	9.55992	13.5158	9.73931	13.0574
MTC2	11.4248	6.99729	8.68182	8.56966	8.52804	11.2034	11.1179	10.0192	11.4035	12.0544
YKL100C	13.2985	3.20205	9.10567	4.15731	13.4194	9.17615	14.1677	10.9744	8.99718	13.5017
HSL1	8.66497	11.911	12.3306	10.5889	8.73889	7.97425	9.17816	9.92482	9.96628	10.7222
LAP4	11.82	16.4946	10.4499	9.96051	9.69182	7.06525	9.50482	9.14011	8.45785	7.41515
GFA1	12.797	4.71772	6.0304	4.90085	12.6433	8.30122	13.3008	13.3442	6.82013	17.1443
YKL105C	13.8838	12.8025	11.0803	7.3455	14.4648	9.11081	5.51926	10.5741	8.98036	6.23852
AAT1	9.97785	12.876	11.1219	13.6146	8.99256	8.86957	9.40476	8.66075	8.05019	8.43181
YKL107W	9.95761	6.2719	10.2562	7.12405	8.15479	14.2906	11.7979	8.63328	13.7912	9.72241
KTI12	11.9018	7.12925	8.44713	8.0288	11.5713	9.13657	10.341	11.9266	8.37013	13.1474
ABF1	9.0705	5.88736	8.03739	5.61533	13.2879	7.01697	8.81287	17.1062	9.57557	15.5898
RAD27	10.3448	8.44125	8.65713	9.16896	16.716	9.18895	9.47868	8.88893	11.002	8.11329
APN1	10.8962	7.74729	10.7076	8.61633	11.3278	8.68405	10.3359	11.2608	9.3338	11.0903
PRR1	10.7474	8.24637	10.5398	9.48978	9.20327	10.0059	10.8141	8.9942	10.6076	11.3515
SBA1	13.1728	3.33972	8.35628	3.89489	12.9408	8.74775	14.5638	11.773	11.0679	12.1431
OAC1	8.76443	11.1504	11.8721	13.036	6.93317	9.82593	10.3661	8.93433	8.13376	10.9838
DGR2	11.2131	4.87223	9.25732	5.70555	12.6874	10.5255	11.4837	10.8552	11.516	11.8839
SRP21	10.4605	6.34552	9.64991	6.8702	10.8576	10.5812	10.7552	12.3917	10.8004	11.2877
YPK1	9.71774	8.45687	8.65623	9.22636	9.90062	14.1834	7.67565	9.17391	14.0919	8.91729
PGM1	13.354	3.06165	7.60881	4.37724	10.8684	9.03386	14.9279	11.8272	10.247	14.6939
MYO3	9.89962	8.88108	10.2891	8.02272	11.8813	10.0762	9.39855	10.452	12.2543	8.84515
YKL133C	9.02793	10.9327	10.2649	13.143	9.81878	10.6783	9.54293	9.87921	8.37043	8.34185
1-Oct	8.54249	16.8413	10.3638	14.2777	8.05204	9.13248	8.34731	7.54137	8.13664	8.76492
APL2	12.7766	5.13684	10.1263	6.74103	10.482	13.4043	9.02205	12.9563	11.263	8.09154
MRPL31	8.09799	14.0417	9.52125	13.3359	9.23449	9.98532	8.67743	9.86826	8.33686	8.9008
CTK1	9.42704	6.6661	11.6861	6.95504	10.2073	12.4921	9.17434	10.0526	13.8093	9.52996
TGL1	12.037	5.5988	8.21122	6.95999	12.5927	11.2705	10.0751	11.1262	11.5718	10.5567
SDH3	10.2672	13.0176	9.43849	13.5811	9.53958	8.6363	7.7417	11.2071	6.50572	10.0651
MRP8	11.294	3.36111	9.00056	4.94274	10.8465	10.948	13.0519	12.5016	11.7701	12.2835
RPC25	11.6598	4.98719	8.05711	7.85787	11.0686	10.3607	10.7591	13.2266	11.0644	10.9586
RPT1	13.2005	3.37177	9.3069	5.12822	11.563	9.23898	13.315	11.8648	10.8542	12.1567
AVT3	13.8537	4.09828	8.71001	5.29375	10.0914	10.5031	12.9601	12.7699	9.85407	11.8657
SDH1	9.73106	12.6902	10.1739	10.6225	9.50917	8.34651	10.1275	9.11489	7.58364	12.1005
DBR1	12.2103	7.62624	10.6858	8.00556	11.057	9.66262	10.7805	9.42666	11.0818	9.46356
MCR1	7.28167	19.2766	10.8912	16.7918	6.58952	8.52964	7.06913	7.64422	8.3656	7.56057
YKL151C	13.4214	3.36796	8.66399	4.96401	13.7076	9.85419	12.7434	9.48933	11.7634	12.0247
GPM1	12.7362	3.18181	5.61689	3.81195	13.8676	10.1648	13.9761	11.2646	10.2955	15.0846
SRP102	10.3207	6.61466	9.40584	7.23344	11.4681	10.7415	10.4715	10.9598	12.1211	10.6633
RSM22	9.12814	16.1416	10.8465	13.4185	8.54841	8.18138	8.68699	8.39167	7.60718	9.04968
APE2	9.65409	14.7406	12.0484	14.2698	7.4634	8.89683	9.25701	7.59011	8.85633	7.22345
YKL162C	9.82959	12.9679	11.8883	12.9644	6.98673	9.73721	9.35888	8.85393	8.79843	8.6146
MCD4	10.8251	5.32725	10.0883	7.91002	10.2295	10.7916	10.1291	11.0845	12.8817	10.733
MRP49	9.48024	13.0261	8.44737	12.6995	11.2159	8.8269	9.20979	9.9353	8.00671	9.15223
KKQ8	11.1761	10.2654	13.8733	7.95873	12.1438	9.63328	7.74862	9.99644	10.2263	6.97798
MRPL38	9.32349	14.8432	10.3733	13.1775	6.65255	8.84732	9.11057	9.37026	7.55013	10.7517
EBP2	10.3564	6.08291	9.88543	6.25168	13.6916	11.4915	8.7832	11.693	14.3125	7.45175
SNU114	12.2807	5.0342	10.1275	6.65613	11.5913	9.84577	10.8678	12.8317	11.5967	9.16824
